equipment_id,recorded_at,vibration,temperature,spindle_speed,tool_wear,anomaly_score
1,2026-05-01 01:00:07.700,5.8,1.01,53.2,unworn,0.12332792989440083
1,2026-05-01 01:00:07.800,6.3,1.03,53.2,unworn,0.12338722884963021
1,2026-05-01 01:00:07.900,6.15,0.845,53.4,unworn,0.16080786220212945
1,2026-05-01 01:00:08.000,5.57,0.848,53.3,unworn,0.15927610033598577
1,2026-05-01 01:00:08.100,5.85,1.21,53.1,unworn,-0.022302734570743388
1,2026-05-01 01:00:08.200,5.88,0.902,53.3,unworn,0.1501966769529955
1,2026-05-01 01:00:08.300,5.13,0.874,53.3,unworn,0.1499855309078727
1,2026-05-01 01:00:08.400,5.0,0.977,53.3,unworn,0.14141153134912143
1,2026-05-01 01:00:08.500,4.15,0.892,53.3,unworn,0.143691563798461
1,2026-05-01 01:00:08.600,3.35,0.859,53.3,unworn,0.1369357846707518
1,2026-05-01 01:00:08.700,2.8,1.01,53.3,unworn,0.12187362193236234
1,2026-05-01 01:00:08.800,2.15,0.864,53.3,unworn,0.14033057152725603
1,2026-05-01 01:00:08.900,0.85,0.915,53.2,unworn,0.1064005172590946
1,2026-05-01 01:00:09.000,0.35,0.884,53.3,unworn,0.14828462951975674
1,2026-05-01 01:00:09.100,0.175,1.02,53.3,unworn,0.1324263097132185
1,2026-05-01 01:00:09.200,-0.175,1.01,53.2,unworn,0.10766343195506284
1,2026-05-01 01:00:09.300,0.225,1.04,53.2,unworn,0.09094392607862656
1,2026-05-01 01:00:09.400,0.15,0.858,53.4,unworn,0.1524780247745181
1,2026-05-01 01:00:09.500,-0.125,0.849,53.3,unworn,0.1484767311843153
1,2026-05-01 01:00:09.600,0.175,1.18,53.2,unworn,-0.007732514498692167
1,2026-05-01 01:00:09.700,0.0,0.823,53.3,unworn,0.1390944368879687
1,2026-05-01 01:00:09.800,0.05,0.8,53.3,unworn,0.11794509913460399
1,2026-05-01 01:00:09.900,0.025,1.06,53.3,unworn,0.11621948317576936
1,2026-05-01 01:00:10.000,-0.025,0.913,53.3,unworn,0.15849006951223304
1,2026-05-01 01:00:10.100,0.0,0.995,53.3,unworn,0.14988633665117834
1,2026-05-01 01:00:10.200,-0.075,0.99,53.4,unworn,0.15773437003997415
1,2026-05-01 01:00:10.300,-0.8,0.834,53.4,unworn,0.1496970551228618
1,2026-05-01 01:00:10.400,-1.7,0.948,53.3,unworn,0.1501934922782328
1,2026-05-01 01:00:10.500,-2.58,0.904,53.4,unworn,0.14720442853415738
1,2026-05-01 01:00:10.600,-3.3,0.744,53.5,unworn,0.06829123866534575
1,2026-05-01 01:00:10.700,-4.25,0.855,53.3,unworn,0.13901464806957808
1,2026-05-01 01:00:10.800,-4.75,0.94,53.4,unworn,0.13627112608827507
1,2026-05-01 01:00:10.900,-5.3,0.794,53.3,unworn,0.1113921827893708
1,2026-05-01 01:00:11.000,-5.7,0.743,53.5,unworn,0.07681930585024233
1,2026-05-01 01:00:11.100,-5.95,0.835,53.4,unworn,0.15714691353005034
1,2026-05-01 01:00:11.200,-5.8,0.834,53.3,unworn,0.15465907026629322
1,2026-05-01 01:00:11.300,-5.85,1.01,53.3,unworn,0.13860757691525677
1,2026-05-01 01:00:11.400,-5.85,0.87,53.3,unworn,0.16113998597431867
1,2026-05-01 01:00:11.500,-6.1,0.915,53.3,unworn,0.1683061628453867
1,2026-05-01 01:00:11.600,-6.07,0.996,53.3,unworn,0.15256451143250743
1,2026-05-01 01:00:11.700,-5.88,0.974,53.2,unworn,0.1268057065268559
1,2026-05-01 01:00:11.800,-5.93,0.838,53.4,unworn,0.15916471741355437
1,2026-05-01 01:00:11.900,-6.05,0.96,53.3,unworn,0.16563915632139747
1,2026-05-01 01:00:12.000,-6.25,0.979,53.3,unworn,0.15755917492046684
1,2026-05-01 01:00:12.100,-5.85,0.742,53.5,unworn,0.08770591360227104
1,2026-05-01 01:00:12.200,-5.8,1.04,53.2,unworn,0.11140807014723103
1,2026-05-01 01:00:12.300,-5.93,0.942,53.3,unworn,0.1679114943604269
1,2026-05-01 01:00:12.400,-6.15,0.839,53.3,unworn,0.15405402208282226
1,2026-05-01 01:00:12.500,-5.95,1.11,53.2,unworn,0.06676520724531909
1,2026-05-01 01:00:12.600,-5.8,0.842,53.4,unworn,0.16205591759409604
1,2026-05-01 01:00:12.700,-6.05,0.841,53.3,unworn,0.1536149650493676
1,2026-05-01 01:00:12.800,-6.05,1.02,53.3,unworn,0.1334249604894795
1,2026-05-01 01:00:12.900,-5.95,0.869,53.3,unworn,0.16064880255789205
1,2026-05-01 01:00:13.000,-5.88,0.932,53.3,unworn,0.16702621272480478
1,2026-05-01 01:00:13.100,-5.93,1.0,53.3,unworn,0.14946973894691862
1,2026-05-01 01:00:13.200,-5.85,0.982,53.2,unworn,0.12611733021805532
1,2026-05-01 01:00:13.300,-5.55,0.85,53.4,unworn,0.15025699048004026
1,2026-05-01 01:00:13.400,-4.82,0.957,53.3,unworn,0.15539654608127884
1,2026-05-01 01:00:13.500,-4.05,0.995,53.3,unworn,0.13580500420969205
1,2026-05-01 01:00:13.600,-2.8,0.745,53.5,unworn,0.0708601674438874
1,2026-05-01 01:00:13.700,-1.52,1.05,53.2,unworn,0.09742449076803994
1,2026-05-01 01:00:13.800,-0.225,0.946,53.3,unworn,0.15595232168993173
1,2026-05-01 01:00:13.900,0.1,0.812,53.3,unworn,0.13295281451865854
1,2026-05-01 01:00:14.000,0.15,1.11,53.2,unworn,0.047893492082930034
1,2026-05-01 01:00:14.100,0.175,0.836,53.4,unworn,0.14713218664639982
1,2026-05-01 01:00:14.200,0.15,0.83,53.3,unworn,0.14352528336569936
1,2026-05-01 01:00:14.300,0.125,1.02,53.3,unworn,0.1316296200682926
1,2026-05-01 01:00:14.400,0.175,0.879,53.3,unworn,0.14970809506219052
1,2026-05-01 01:00:14.500,0.15,0.941,53.3,unworn,0.15712710488039605
1,2026-05-01 01:00:14.600,0.175,1.0,53.3,unworn,0.14074272992925801
1,2026-05-01 01:00:14.700,0.15,0.988,53.2,unworn,0.11732568771910135
1,2026-05-01 01:00:14.800,0.175,0.848,53.3,unworn,0.14555960410766883
1,2026-05-01 01:00:14.900,0.15,0.955,53.3,unworn,0.1588052211729561
1,2026-05-01 01:00:15.000,0.175,1.02,53.3,unworn,0.12669783641402765
1,2026-05-01 01:00:15.100,0.175,0.744,53.5,unworn,0.07371851277770664
1,2026-05-01 01:00:15.200,0.175,1.04,53.2,unworn,0.09566807474011374
1,2026-05-01 01:00:15.300,0.175,0.93,53.3,unworn,0.15846788562777664
1,2026-05-01 01:00:15.400,0.2,0.805,53.3,unworn,0.12059295059305603
1,2026-05-01 01:00:15.500,0.225,1.11,53.2,unworn,0.041896770991183496
1,2026-05-01 01:00:15.600,0.225,0.828,53.4,unworn,0.14500263369501742
1,2026-05-01 01:00:15.700,0.45,0.837,53.3,unworn,0.140503260323811
1,2026-05-01 01:00:15.800,1.7,1.02,53.3,unworn,0.12031875709742695
1,2026-05-01 01:00:15.900,3.15,0.884,53.3,unworn,0.1430890497061536
1,2026-05-01 01:00:16.000,4.03,0.938,53.3,unworn,0.14967224110321176
1,2026-05-01 01:00:16.100,5.2,0.985,53.3,unworn,0.14301607122815158
1,2026-05-01 01:00:16.200,5.72,0.984,53.3,unworn,0.14409700862349922
1,2026-05-01 01:00:16.300,5.72,0.835,53.4,unworn,0.15829295363062634
1,2026-05-01 01:00:16.400,5.88,0.952,53.3,unworn,0.169486718463415
1,2026-05-01 01:00:16.500,5.9,0.992,53.3,unworn,0.15972602014643195
1,2026-05-01 01:00:16.600,5.9,0.73,53.5,unworn,0.07570705018639717
1,2026-05-01 01:00:16.700,6.07,1.05,53.2,unworn,0.1182265170722373
1,2026-05-01 01:00:16.800,6.0,0.947,53.3,unworn,0.17088250037905117
1,2026-05-01 01:00:16.900,5.8,0.799,53.3,unworn,0.13071445584253294
1,2026-05-01 01:00:17.000,5.8,1.1,53.2,unworn,0.08611563476896245
1,2026-05-01 01:00:17.100,6.07,0.829,53.4,unworn,0.1542587839063388
1,2026-05-01 01:00:17.200,6.05,0.824,53.3,unworn,0.14498679267127285
1,2026-05-01 01:00:17.300,5.9,1.01,53.3,unworn,0.14846349435009099
1,2026-05-01 01:00:17.400,5.88,0.869,53.4,unworn,0.1626336878124281
1,2026-05-01 01:00:17.500,6.0,0.937,53.3,unworn,0.17073051969442693
1,2026-05-01 01:00:17.600,5.85,0.803,53.4,unworn,0.14024574895903502
1,2026-05-01 01:00:17.700,5.78,0.979,53.3,unworn,0.161501274352767
1,2026-05-01 01:00:17.800,5.78,0.838,53.4,unworn,0.1607867945447699
1,2026-05-01 01:00:17.900,5.9,0.947,53.3,unworn,0.16870265723124794
1,2026-05-01 01:00:18.000,6.1,0.984,53.3,unworn,0.161091709385688
1,2026-05-01 01:00:18.100,5.82,0.741,53.5,unworn,0.08562228373407132
1,2026-05-01 01:00:18.200,5.78,1.06,53.2,unworn,0.112704292039564
1,2026-05-01 01:00:18.300,6.03,0.946,53.3,unworn,0.17088250037905117
1,2026-05-01 01:00:18.400,6.1,0.804,53.3,unworn,0.13792725123054844
1,2026-05-01 01:00:18.500,5.9,1.13,53.2,unworn,0.06250479762814037
1,2026-05-01 01:00:18.600,5.8,0.829,53.4,unworn,0.1542587839063388
1,2026-05-01 01:00:18.700,5.85,0.824,53.4,unworn,0.15227839268690913
1,2026-05-01 01:00:18.800,6.18,1.0,53.3,unworn,0.15455780961161963
1,2026-05-01 01:00:18.900,6.03,0.871,53.4,unworn,0.1621476267031109
1,2026-05-01 01:00:19.000,5.75,0.936,53.3,unworn,0.16877672651295011
1,2026-05-01 01:00:19.100,5.72,1.0,53.3,unworn,0.1482910815622197
1,2026-05-01 01:00:19.200,4.97,0.978,53.3,unworn,0.14760194174050406
1,2026-05-01 01:00:19.300,3.88,0.83,53.4,unworn,0.1446462158358457
1,2026-05-01 01:00:19.400,3.05,0.97,53.3,unworn,0.14224126998062092
1,2026-05-01 01:00:19.500,1.45,1.0,53.3,unworn,0.136138276036816
1,2026-05-01 01:00:19.600,0.125,0.755,53.5,unworn,0.08010565855248963
1,2026-05-01 01:00:19.700,-0.225,1.05,53.2,unworn,0.10611123803417816
1,2026-05-01 01:00:19.800,-0.175,0.957,53.3,unworn,0.14883598338977455
1,2026-05-01 01:00:19.900,-0.175,0.813,53.3,unworn,0.12225481444269115
1,2026-05-01 01:00:20.000,-0.175,1.12,53.1,unworn,0.021038910332332628
1,2026-05-01 01:00:20.100,-0.2,0.839,53.5,unworn,0.09280964282572363
1,2026-05-01 01:00:20.200,-5.75,0.816,53.3,unworn,0.14917349761586246
1,2026-05-01 01:00:20.300,-5.88,1.01,53.3,unworn,0.13860757691525677
1,2026-05-01 01:00:20.400,-6.07,0.873,53.4,unworn,0.16425213254890048
1,2026-05-01 01:00:20.500,-6.07,0.949,53.3,unworn,0.16894640619306367
1,2026-05-01 01:00:20.600,-5.78,0.999,53.3,unworn,0.15069808550445268
1,2026-05-01 01:00:20.700,-1.17,0.978,53.3,unworn,0.1504063244523533
1,2026-05-01 01:00:20.800,-1.9,0.824,53.4,unworn,0.14711347467633273
1,2026-05-01 01:00:20.900,-2.75,0.945,53.3,unworn,0.15320591787990612
1,2026-05-01 01:00:21.000,-3.6,0.987,53.3,unworn,0.14502238915503846
1,2026-05-01 01:00:21.100,-4.18,0.747,53.5,unworn,0.08100768547946235
1,2026-05-01 01:00:21.200,-4.97,1.04,53.2,unworn,0.09058068341973935
1,2026-05-01 01:00:21.300,-5.45,0.938,53.3,unworn,0.15215242205811635
1,2026-05-01 01:00:21.400,-5.57,0.795,53.3,unworn,0.12040703601140323
1,2026-05-01 01:00:21.500,-5.93,1.1,53.2,unworn,0.0833536705466652
1,2026-05-01 01:00:21.600,-5.85,0.832,53.4,unworn,0.1624515619293353
1,2026-05-01 01:00:21.700,-5.85,0.82,53.4,unworn,0.16073588056045585
1,2026-05-01 01:00:21.800,-5.95,0.993,53.3,unworn,0.1542048849274415
1,2026-05-01 01:00:21.900,-5.85,0.762,53.4,unworn,0.12899735021719982
1,2026-05-01 01:00:22.000,-5.95,0.951,53.3,unworn,0.1675742506892437
1,2026-05-01 01:00:22.100,-5.78,0.999,53.3,unworn,0.14973070450206383
1,2026-05-01 01:00:22.200,-5.95,0.954,53.3,unworn,0.16638988846056918
1,2026-05-01 01:00:22.300,-6.13,0.82,53.4,unworn,0.16015353212884226
1,2026-05-01 01:00:22.400,-6.0,0.922,53.3,unworn,0.17023941732818043
1,2026-05-01 01:00:22.500,-5.8,0.99,53.3,unworn,0.15468675357071643
1,2026-05-01 01:00:22.600,-5.95,0.749,53.5,unworn,0.09054854095043247
1,2026-05-01 01:00:22.700,-6.07,1.04,53.2,unworn,0.11281410546356385
1,2026-05-01 01:00:22.800,-0.875,0.93,53.3,unworn,0.1893124965853285
1,2026-05-01 01:00:22.900,-5.75,0.796,53.3,unworn,0.1248403276201232
1,2026-05-01 01:00:23.000,-5.6,1.1,53.2,unworn,0.07459698965787986
1,2026-05-01 01:00:23.100,-5.22,0.84,53.5,unworn,0.09988261332368809
1,2026-05-01 01:00:23.200,-4.78,0.813,53.4,unworn,0.1379487409301296
1,2026-05-01 01:00:23.300,-4.38,1.01,53.3,unworn,0.1277606869759595
1,2026-05-01 01:00:23.400,-3.6,0.768,53.4,unworn,0.11902044106524245
1,2026-05-01 01:00:23.500,-2.9,0.945,53.3,unworn,0.14944782673474388
1,2026-05-01 01:00:23.600,-2.03,1.01,53.3,unworn,0.1388878262215028
1,2026-05-01 01:00:23.700,-1.02,0.96,53.3,unworn,0.14984263213546534
1,2026-05-01 01:00:23.800,-0.1,0.827,53.4,unworn,0.1338438647290202
1,2026-05-01 01:00:23.900,0.15,0.964,53.3,unworn,0.1448256386498044
1,2026-05-01 01:00:24.000,0.15,1.01,53.3,unworn,0.13540838724701398
1,2026-05-01 01:00:24.100,0.125,0.756,53.5,unworn,0.07985340400430324
1,2026-05-01 01:00:24.200,0.1,1.05,53.2,unworn,0.10636954452544822
1,2026-05-01 01:00:24.300,0.125,0.924,53.3,unworn,0.1458101600617926
1,2026-05-01 01:00:24.400,-0.125,0.905,53.3,unworn,0.14626946828675264
1,2026-05-01 01:00:24.500,-0.05,0.875,53.4,unworn,0.13484704007643605
1,2026-05-01 01:00:24.600,0.8,0.84,53.5,unworn,0.08915049733635111
1,2026-05-01 01:00:24.700,1.75,0.808,53.4,unworn,0.1195413736582569
1,2026-05-01 01:00:24.800,2.92,0.94,53.3,unworn,0.1449529899434499
1,2026-05-01 01:00:24.900,3.55,0.868,53.4,unworn,0.14709756167974025
1,2026-05-01 01:00:25.000,4.05,0.936,53.3,unworn,0.14632366285547654
1,2026-05-01 01:00:25.100,4.88,0.986,53.3,unworn,0.14288603133397104
1,2026-05-01 01:00:25.200,5.35,0.931,53.2,unworn,0.11480428403935261
1,2026-05-01 01:00:25.300,5.8,0.907,53.2,unworn,0.11359375545640504
1,2026-05-01 01:00:25.400,5.78,0.959,53.3,unworn,0.16450092981945114
1,2026-05-01 01:00:25.500,5.78,0.779,53.4,unworn,0.13380993970619903
1,2026-05-01 01:00:25.600,6.2,1.04,53.2,unworn,0.11751399120397216
1,2026-05-01 01:00:25.700,6.07,1.06,53.3,unworn,0.12833434923778037
1,2026-05-01 01:00:25.800,5.78,0.816,53.4,unworn,0.1489315056330976
1,2026-05-01 01:00:25.900,5.75,1.02,53.3,unworn,0.14438071305243322
1,2026-05-01 01:00:26.000,6.03,0.935,53.3,unworn,0.17073051969442693
1,2026-05-01 01:00:26.100,6.03,0.921,53.4,unworn,0.15399075867564177
1,2026-05-01 01:00:26.200,5.88,0.872,53.4,unworn,0.1621476267031109
1,2026-05-01 01:00:26.300,6.07,0.942,53.3,unworn,0.17045330463539593
1,2026-05-01 01:00:26.400,5.95,0.776,53.4,unworn,0.1314873273687152
1,2026-05-01 01:00:26.500,5.8,0.94,53.3,unworn,0.17073051969442693
1,2026-05-01 01:00:26.600,5.9,0.911,53.4,unworn,0.15181626981574048
1,2026-05-01 01:00:26.700,6.15,0.948,53.3,unworn,0.17054162788721222
1,2026-05-01 01:00:26.800,6.13,0.907,53.2,unworn,0.12379965944797927
1,2026-05-01 01:00:26.900,6.2,0.929,53.3,unworn,0.16958013394335186
1,2026-05-01 01:00:27.000,5.93,0.997,53.3,unworn,0.15548058432226336
1,2026-05-01 01:00:27.100,5.8,0.939,53.4,unworn,0.15319205087982218
1,2026-05-01 01:00:27.200,6.15,0.873,53.4,unworn,0.16298268712744657
1,2026-05-01 01:00:27.300,6.1,0.81,53.4,unworn,0.1405412084214786
1,2026-05-01 01:00:27.400,5.95,1.02,53.3,unworn,0.1444177329399443
1,2026-05-01 01:00:27.500,5.72,0.897,53.4,unworn,0.15568371854797936
1,2026-05-01 01:00:27.600,5.5,0.744,53.4,unworn,0.095624136098868
1,2026-05-01 01:00:27.700,5.0,0.879,53.3,unworn,0.1444549801631873
1,2026-05-01 01:00:27.800,4.05,0.948,53.3,unworn,0.1466955969731078
1,2026-05-01 01:00:27.900,2.6,0.77,53.4,unworn,0.10448408621705768
1,2026-05-01 01:00:28.000,1.4,1.0,53.3,unworn,0.13509912549978592
1,2026-05-01 01:00:28.100,-0.05,0.902,53.4,unworn,0.13263071539979365
1,2026-05-01 01:00:28.200,-0.15,0.912,53.2,unworn,0.10983487819102777
1,2026-05-01 01:00:28.300,0.175,0.895,53.2,unworn,0.10461810528366405
1,2026-05-01 01:00:28.400,-0.125,0.939,53.3,unworn,0.14491765091839454
1,2026-05-01 01:00:28.500,-0.15,0.766,53.4,unworn,0.1067699187088485
1,2026-05-01 01:00:28.600,0.175,1.03,53.1,unworn,0.07762147024757815
1,2026-05-01 01:00:28.700,-0.125,1.05,53.2,unworn,0.106170962134783
1,2026-05-01 01:00:28.800,-0.1,0.803,53.4,unworn,0.11749449167726661
1,2026-05-01 01:00:28.900,-0.1,0.797,53.3,unworn,0.11365438498569441
1,2026-05-01 01:00:29.000,-0.1,1.09,53.2,unworn,0.08178238494015255
1,2026-05-01 01:00:29.100,-0.05,0.832,53.5,unworn,0.08788519877059409
1,2026-05-01 01:00:29.200,-0.125,0.815,53.4,unworn,0.13051758411360392
1,2026-05-01 01:00:29.300,0.125,0.962,53.3,unworn,0.15092831218629932
1,2026-05-01 01:00:29.400,-0.15,0.877,53.4,unworn,0.13692787555665664
1,2026-05-01 01:00:29.500,-0.175,1.01,53.3,unworn,0.13791073848567836
1,2026-05-01 01:00:29.600,-0.15,0.902,53.3,unworn,0.14102714459718085
1,2026-05-01 01:00:29.700,-0.1,0.925,53.2,unworn,0.10769857694211843
1,2026-05-01 01:00:29.800,-0.1,0.994,53.4,unworn,0.11706141433596845
1,2026-05-01 01:00:29.900,-0.15,0.928,53.3,unworn,0.14494028300080142
1,2026-05-01 01:00:30.000,-0.1,0.772,53.4,unworn,0.10994074007977434
1,2026-05-01 01:00:30.100,-0.125,0.941,53.4,unworn,0.13073536060816915
1,2026-05-01 01:00:30.200,-0.125,1.04,53.3,unworn,0.12215156510714986
1,2026-05-01 01:00:30.300,-0.125,0.802,53.4,unworn,0.11582318363251193
1,2026-05-01 01:00:30.400,-0.15,1.03,53.3,unworn,0.13420394610532932
1,2026-05-01 01:00:30.500,-0.1,0.933,53.3,unworn,0.19252869660660288
1,2026-05-01 01:00:30.600,-1.13,0.729,53.4,unworn,0.08519102569944736
1,2026-05-01 01:00:30.700,-2.47,1.06,53.2,unworn,0.10143611712211209
1,2026-05-01 01:00:30.800,-3.53,0.845,53.5,unworn,0.09182062887338549
1,2026-05-01 01:00:30.900,-4.5,0.769,53.4,unworn,0.12360383523354418
1,2026-05-01 01:00:31.000,-5.22,0.995,53.3,unworn,0.14375447238538724
1,2026-05-01 01:00:31.100,-5.93,0.902,53.4,unworn,0.15419591270078709
1,2026-05-01 01:00:31.200,0.875,0.908,53.3,unworn,0.1843054673862472
1,2026-05-01 01:00:31.300,-6.0,0.98,53.4,unworn,0.14516368906665283
1,2026-05-01 01:00:31.400,-5.85,0.924,53.3,unworn,0.1698602445146809
1,2026-05-01 01:00:31.500,-5.85,0.772,53.4,unworn,0.13537028937780637
1,2026-05-01 01:00:31.600,-6.13,0.923,53.4,unworn,0.16382418036953478
1,2026-05-01 01:00:31.700,-6.0,1.05,53.3,unworn,0.12944647629212858
1,2026-05-01 01:00:31.800,-5.85,0.797,53.4,unworn,0.14443289565244471
1,2026-05-01 01:00:31.900,-5.93,1.01,53.3,unworn,0.13754274505772535
1,2026-05-01 01:00:32.000,-6.13,0.939,53.3,unworn,0.16928815236424266
1,2026-05-01 01:00:32.100,-6.15,0.725,53.4,unworn,0.09690681968230075
1,2026-05-01 01:00:32.200,-5.9,1.04,53.3,unworn,0.13214075079217247
1,2026-05-01 01:00:32.300,-5.9,0.842,53.5,unworn,0.11398265076139269
