equipment_id,recorded_at,severity,message,resolved
1,2026-05-01 01:00:02.000,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.100,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.200,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.300,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.400,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.500,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.600,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:02.700,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:03.000,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:03.100,medium,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:03.200,medium,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:03.300,high,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:03.400,high,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:03.500,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:05.100,medium,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:06.600,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:08.100,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:09.600,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:35.600,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:35.700,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:00:35.800,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:01:10.500,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:01:10.600,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
1,2026-05-01 01:01:45.400,medium,Critical anomaly window observed during process phase: 'end'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:03.900,low,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:14.900,low,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:17.900,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:24.300,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:24.600,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:25.700,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:26.600,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:27.000,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:27.100,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:27.200,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:28.800,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:29.500,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:29.600,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:35.000,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:35.100,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:38.100,low,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:38.700,medium,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:38.800,medium,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:48.700,low,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:51.700,low,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:00:55.800,low,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:01.400,low,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:02.400,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:06.300,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:21.700,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:21.800,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:21.900,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:22.000,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:22.100,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:22.200,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:22.300,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:26.300,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:39.200,low,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:39.300,low,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:39.400,low,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:39.900,low,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:40.100,low,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.100,high,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.200,high,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.300,high,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.400,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.500,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.600,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.700,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.800,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:41.900,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:42.000,medium,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:44.200,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:44.600,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:51.400,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:51.900,medium,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:52.100,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:01:52.200,medium,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:00.800,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:00.900,medium,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:01.000,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:01.100,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:01.200,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:01.300,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:01.400,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:01.500,low,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:03.500,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:03.800,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:08.000,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:08.100,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:08.200,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:08.300,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:08.400,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:08.500,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:10.500,low,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:16.200,medium,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:27.300,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:27.800,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:29.900,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:32.800,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:33.500,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:37.600,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:37.900,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:39.700,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:39.800,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:39.900,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.000,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.100,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.200,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.300,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.400,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.500,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:40.600,high,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.300,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.400,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.500,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.600,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.700,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.800,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:41.900,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:42.000,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:42.100,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:42.200,medium,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:43.800,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:44.000,low,Critical anomaly window observed during process phase: 'Layer 3 Down'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:44.800,medium,Critical anomaly window observed during process phase: 'End'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:45.000,low,Critical anomaly window observed during process phase: 'End'. Baseline configuration flagged tool as UNWORN.,0
2,2026-05-01 02:02:45.700,low,Critical anomaly window observed during process phase: 'End'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:02.400,low,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:02.500,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:02.600,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:02.700,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:02.800,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:02.900,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:03.000,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:07.700,high,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:07.800,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:14.100,medium,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:14.200,medium,Critical anomaly window observed during process phase: 'Layer 1 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:37.700,low,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:44.900,low,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:46.900,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.000,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.100,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.200,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.300,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.400,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.500,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.600,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:00:47.700,high,Critical anomaly window observed during process phase: 'Layer 1 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:01.100,medium,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:01.200,high,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:01.300,medium,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:01.400,high,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:01.500,high,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:01.600,medium,Critical anomaly window observed during process phase: 'Layer 2 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:20.500,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:20.600,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:20.700,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:20.800,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:20.900,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:21.000,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:21.100,high,Critical anomaly window observed during process phase: 'Layer 2 Down'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:40.400,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:40.500,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:40.600,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:40.700,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:40.800,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:40.900,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:41.000,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:41.100,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:41.200,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:01:41.300,high,Critical anomaly window observed during process phase: 'Repositioning'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:04.800,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:05.600,high,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:05.700,medium,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:05.800,medium,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:05.900,medium,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:06.000,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:06.100,medium,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:06.200,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:06.300,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:06.400,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
3,2026-05-01 03:02:06.500,low,Critical anomaly window observed during process phase: 'Layer 3 Up'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:06.600,low,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:06.700,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:06.800,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:06.900,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:07.000,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:07.100,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
4,2026-05-01 04:00:07.200,medium,Critical anomaly window observed during process phase: 'Prep'. Baseline configuration flagged tool as UNWORN.,0
